idade,tempo_educacao,estado_civil,cor,sexo,horas_por_semana,salario_anual,nome,dívida
25.0,13,Never-married,White,Male,40,<=50K,NA,
20.0,9,Never-married,White,Male,40,<=50K,NA,
22.0,10,Never-married,White,Male,15,<=50K,NA,
33.0,6,Married-civ-spouse,White,Male,40,<=50K,NA,
26.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
29.0,9,Never-married,Black,Female,25,<=50K,NA,
20.0,9,Never-married,White,Female,23,<=50K,NA,
58.0,10,Divorced,White,Female,40,<=50K,NA,
32.0,9,Divorced,White,Male,40,<=50K,NA,
23.0,12,Never-married,White,Female,25,<=50K,NA,
67.0,10,Married-civ-spouse,White,?,8,<=50K,NA,
26.0,12,Never-married,White,Female,32,<=50K,NA,
53.0,9,Married-civ-spouse,White,Male,35,<=50K,NA,
27.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
29.0,10,Married-civ-spouse,White,Male,65,<=50K,NA,
38.0,16,Married-civ-spouse,White,Male,40,>50K,NA,
17.0,5,Never-married,Black,Female,40,<=50K,NA,
48.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
28.0,12,Married-civ-spouse,White,Female,40,<=50K,NA,
18.0,10,Never-married,White,Male,15,<=50K,NA,
28.0,10,Divorced,White,Male,30,<=50K,NA,
34.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
62.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
30.0,10,Divorced,White,Female,40,<=50K,NA,
20.0,10,Never-married,White,Male,40,<=50K,NA,
29.0,9,Never-married,White,Male,50,<=50K,NA,
55.0,10,Married-civ-spouse,Black,Male,25,<=50K,NA,
20.0,10,Never-married,White,?,24,<=50K,NA,
,6,Married-civ-spouse,Black,Male,40,<=50K,NA,
27.0,6,Never-married,White,Male,30,<=50K,NA,
43.0,10,Never-married,White,Male,55,<=50K,NA,
17.0,6,Never-married,White,Male,40,<=50K,NA,
48.0,14,Divorced,White,Male,72,<=50K,NA,
34.0,13,Never-married,White,Male,40,<=50K,NA,
66.0,5,Married-civ-spouse,Black,?,40,<=50K,NA,
29.0,13,Never-married,White,Female,40,<=50K,NA,
43.0,10,Separated,Black,Male,40,<=50K,NA,
37.0,11,Divorced,White,Female,40,<=50K,NA,
56.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
58.0,6,Married-civ-spouse,White,Male,40,>50K,NA,
45.0,10,Separated,White,Male,41,<=50K,NA,
29.0,9,Married-civ-spouse,White,?,40,<=50K,NA,
26.0,12,Married-civ-spouse,White,Female,40,<=50K,NA,
43.0,9,Married-civ-spouse,Black,Male,40,>50K,NA,
33.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
45.0,10,Married-civ-spouse,White,Male,42,<=50K,NA,
25.0,10,Never-married,White,Male,30,<=50K,NA,
25.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
69.0,15,Divorced,White,Male,5,<=50K,NA,
37.0,12,Married-civ-spouse,White,Male,40,<=50K,NA,
20.0,9,Never-married,White,Male,25,<=50K,NA,
39.0,14,Married-civ-spouse,White,Female,24,>50K,NA,
17.0,6,Never-married,White,Female,20,<=50K,NA,
27.0,9,Never-married,White,?,40,<=50K,NA,
26.0,9,Never-married,Black,Female,40,<=50K,NA,
39.0,7,Married-civ-spouse,White,Male,60,<=50K,NA,
41.0,9,Separated,White,Female,40,<=50K,NA,
51.0,11,Married-civ-spouse,White,Male,50,>50K,NA,
40.0,10,Divorced,White,Male,40,<=50K,NA,
58.0,12,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,9,Never-married,White,Female,40,<=50K,NA,
45.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
51.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
43.0,10,Divorced,White,Male,40,<=50K,NA,
25.0,13,Never-married,White,Female,50,<=50K,NA,
36.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
58.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
33.0,9,Divorced,White,Male,40,<=50K,NA,
60.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
45.0,9,Divorced,White,Female,46,<=50K,NA,
49.0,9,Divorced,White,Female,40,<=50K,NA,
19.0,8,Never-married,White,Female,40,<=50K,NA,
42.0,13,Divorced,White,Male,40,<=50K,NA,
25.0,9,Never-married,White,Female,50,<=50K,NA,
73.0,9,Married-civ-spouse,White,Male,15,<=50K,NA,
28.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
19.0,7,Never-married,White,Male,30,<=50K,NA,
31.0,13,Never-married,White,Female,40,<=50K,NA,
58.0,13,Never-married,White,Male,48,<=50K,NA,
47.0,9,Married-civ-spouse,White,Male,50,>50K,NA,
30.0,13,Never-married,White,Male,40,>50K,NA,
43.0,10,Separated,White,?,51,>50K,NA,
48.0,9,Separated,White,Female,40,<=50K,NA,
44.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
44.0,10,Never-married,Black,Female,40,<=50K,NA,
24.0,13,Never-married,Black,Female,40,<=50K,NA,
,9,Married-civ-spouse,White,Male,43,<=50K,NA,
50.0,9,Married-spouse-absent,White,Female,10,<=50K,NA,
33.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
23.0,13,Never-married,White,Female,50,<=50K,NA,
30.0,9,Never-married,White,Male,40,<=50K,NA,
46.0,6,Married-civ-spouse,White,Male,40,<=50K,NA,
21.0,10,Never-married,White,Male,10,<=50K,NA,
52.0,5,Separated,Black,Female,30,<=50K,NA,
26.0,13,Never-married,White,Male,50,<=50K,NA,
27.0,13,Never-married,White,Male,12,<=50K,NA,
50.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
28.0,9,Married-civ-spouse,White,?,35,<=50K,NA,
61.0,7,Married-civ-spouse,White,Male,20,<=50K,NA,
32.0,4,Separated,White,Female,35,<=50K,NA,
30.0,10,Never-married,White,Male,40,<=50K,NA,
51.0,13,Divorced,White,Female,40,<=50K,NA,
40.0,10,Never-married,White,Male,40,>50K,NA,
36.0,9,Never-married,White,Male,70,<=50K,NA,
28.0,10,Divorced,Black,Male,24,<=50K,NA,
49.0,12,Married-civ-spouse,White,Male,45,>50K,NA,
61.0,4,Married-civ-spouse,White,Male,30,<=50K,NA,
41.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
55.0,9,Widowed,White,Female,30,<=50K,NA,
36.0,13,Married-civ-spouse,White,Female,40,<=50K,NA,
21.0,10,Never-married,White,Female,40,<=50K,NA,
57.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
49.0,15,Married-civ-spouse,White,Male,37,>50K,NA,
59.0,7,Married-civ-spouse,White,Male,40,<=50K,NA,
41.0,10,Separated,White,Male,80,>50K,NA,
59.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
20.0,9,Never-married,White,Male,25,<=50K,NA,
42.0,10,Divorced,Black,Female,40,<=50K,NA,
41.0,14,Divorced,White,Female,60,<=50K,NA,
45.0,13,Married-civ-spouse,White,?,50,>50K,NA,
42.0,12,Married-civ-spouse,White,Female,45,>50K,NA,
25.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
45.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
58.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
39.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
34.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
22.0,10,Never-married,White,?,40,<=50K,NA,
44.0,9,Divorced,White,Male,50,>50K,NA,
53.0,10,Widowed,White,Female,40,<=50K,NA,
60.0,9,Separated,White,Female,25,<=50K,NA,
46.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
56.0,15,Married-civ-spouse,White,?,40,>50K,NA,
36.0,13,Never-married,White,Male,40,>50K,NA,
56.0,9,Divorced,White,Female,32,<=50K,NA,
29.0,13,Married-civ-spouse,White,?,70,<=50K,NA,
19.0,6,Never-married,White,Male,39,<=50K,NA,
38.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
40.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
52.0,12,Married-civ-spouse,White,Male,55,>50K,NA,
22.0,10,Married-civ-spouse,White,?,40,<=50K,NA,
32.0,9,Divorced,White,Female,25,<=50K,NA,
27.0,13,Never-married,White,Female,40,<=50K,NA,
22.0,8,Never-married,Amer-Indian-Eskimo,Male,40,<=50K,NA,
32.0,9,Married-civ-spouse,White,Male,45,<=50K,NA,
37.0,13,Separated,Black,Female,40,<=50K,NA,
22.0,9,Never-married,White,Male,54,<=50K,NA,
29.0,9,Married-civ-spouse,White,Female,40,>50K,NA,
42.0,1,Never-married,White,Male,25,<=50K,NA,
45.0,11,Never-married,White,Female,38,<=50K,NA,
33.0,13,Divorced,White,Female,45,<=50K,NA,
39.0,10,Separated,White,Female,40,<=50K,NA,
27.0,8,Never-married,White,Male,45,<=50K,NA,
53.0,13,Married-civ-spouse,White,Female,50,>50K,NA,
30.0,13,Never-married,White,Female,40,<=50K,NA,
52.0,10,Widowed,Black,Male,35,<=50K,NA,
43.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
47.0,14,Never-married,White,Male,35,>50K,NA,
47.0,10,Divorced,White,Male,50,<=50K,NA,
19.0,9,Married-civ-spouse,White,Male,25,<=50K,NA,
37.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
31.0,9,Married-civ-spouse,White,Male,51,<=50K,NA,
69.0,11,Married-civ-spouse,White,Male,8,<=50K,NA,
22.0,10,Never-married,White,?,25,<=50K,NA,
29.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
24.0,10,Never-married,Other,Male,14,<=50K,NA,
30.0,13,Married-civ-spouse,White,Male,72,>50K,NA,
28.0,14,Married-spouse-absent,White,Female,80,>50K,NA,
27.0,11,Never-married,White,?,40,<=50K,NA,
53.0,9,Divorced,Black,Female,40,<=50K,NA,
35.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
22.0,8,Married-civ-spouse,White,Male,40,<=50K,NA,
25.0,9,Separated,Black,Male,40,<=50K,NA,
38.0,13,Married-civ-spouse,Black,Female,40,>50K,NA,
27.0,13,Never-married,White,Female,35,<=50K,NA,
30.0,5,Married-civ-spouse,White,Male,37,<=50K,NA,
27.0,13,Divorced,White,?,50,<=50K,NA,
25.0,13,Never-married,White,Male,40,<=50K,NA,
36.0,9,Widowed,White,Female,4,<=50K,NA,
32.0,9,Never-married,White,Female,40,<=50K,NA,
70.0,6,Widowed,White,Male,45,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
40.0,10,Married-civ-spouse,White,Female,35,<=50K,NA,
34.0,7,Married-spouse-absent,Black,Male,55,<=50K,NA,
57.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
39.0,14,Never-married,White,Female,32,<=50K,NA,
49.0,10,Divorced,White,Female,40,<=50K,NA,
43.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
26.0,9,Never-married,White,Female,45,<=50K,NA,
60.0,10,Married-civ-spouse,White,Male,50,<=50K,NA,
46.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
26.0,10,Married-civ-spouse,White,Male,55,>50K,NA,
27.0,15,Never-married,White,Female,40,<=50K,NA,
31.0,10,Married-civ-spouse,Black,Female,40,<=50K,NA,
59.0,9,Widowed,White,Female,50,<=50K,NA,
19.0,10,Never-married,White,Female,20,<=50K,NA,
18.0,10,Never-married,White,?,24,<=50K,NA,
22.0,10,Married-civ-spouse,White,Male,45,<=50K,NA,
24.0,12,Married-civ-spouse,White,Female,20,<=50K,NA,
53.0,6,Married-civ-spouse,White,Male,40,>50K,NA,
43.0,9,Married-civ-spouse,White,Male,42,>50K,NA,
24.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
60.0,6,Widowed,White,Female,40,<=50K,NA,
24.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
52.0,9,Never-married,Black,Male,40,<=50K,NA,
32.0,11,Married-civ-spouse,White,?,99,>50K,NA,
34.0,6,Separated,White,Female,35,<=50K,NA,
35.0,12,Married-civ-spouse,White,Male,40,>50K,NA,
34.0,9,Married-civ-spouse,White,Male,90,<=50K,NA,
53.0,15,Never-married,White,?,50,>50K,NA,
23.0,9,Never-married,White,Female,40,<=50K,NA,
40.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
40.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,60,>50K,NA,
17.0,6,Never-married,White,Female,20,<=50K,NA,
53.0,13,Divorced,White,Female,54,<=50K,NA,
32.0,13,Divorced,White,Male,50,>50K,NA,
43.0,9,Never-married,White,Female,40,<=50K,NA,
18.0,7,Never-married,White,?,16,<=50K,NA,
62.0,6,Divorced,White,?,40,<=50K,NA,
45.0,14,Married-civ-spouse,White,Male,40,<=50K,NA,
46.0,16,Married-civ-spouse,White,?,70,<=50K,NA,
73.0,4,Married-civ-spouse,White,Male,40,<=50K,NA,
64.0,16,Married-civ-spouse,White,Male,60,>50K,NA,
26.0,13,Married-civ-spouse,White,Female,45,>50K,NA,
23.0,9,Never-married,White,Male,48,<=50K,NA,
51.0,10,Divorced,White,Female,40,<=50K,NA,
35.0,13,Divorced,White,Female,55,<=50K,NA,
39.0,10,Never-married,White,Female,45,>50K,NA,
41.0,9,Widowed,White,Female,40,<=50K,NA,
31.0,10,Divorced,White,?,40,<=50K,NA,
40.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
31.0,9,Never-married,White,Female,30,<=50K,NA,
42.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,9,Never-married,White,Male,40,<=50K,NA,
21.0,10,Never-married,White,Male,35,<=50K,NA,
49.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
53.0,11,Divorced,Black,Male,40,<=50K,NA,
38.0,13,Never-married,White,Female,43,>50K,NA,
17.0,7,Never-married,White,Male,10,<=50K,NA,
22.0,10,Never-married,Asian-Pac-Islander,Female,32,<=50K,NA,
25.0,11,Never-married,Amer-Indian-Eskimo,Male,40,<=50K,NA,
58.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
24.0,10,Never-married,White,Male,20,<=50K,NA,
48.0,9,Divorced,White,Male,40,>50K,NA,
60.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
20.0,9,Never-married,White,Male,30,<=50K,NA,
52.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
36.0,9,Married-civ-spouse,White,Female,40,>50K,NA,
22.0,7,Never-married,White,Female,25,<=50K,NA,
19.0,10,Never-married,White,Female,35,<=50K,NA,
37.0,9,Never-married,White,Male,40,<=50K,NA,
30.0,11,Divorced,White,Female,40,>50K,NA,
44.0,12,Never-married,White,Male,25,<=50K,NA,
63.0,9,Married-civ-spouse,White,?,25,<=50K,NA,
31.0,13,Married-civ-spouse,White,Male,50,<=50K,NA,
17.0,7,Never-married,White,?,40,<=50K,NA,
21.0,9,Never-married,White,Male,40,<=50K,NA,
67.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
46.0,4,Divorced,White,Male,40,<=50K,NA,
29.0,9,Divorced,White,Male,50,<=50K,NA,
20.0,10,Never-married,White,Female,6,<=50K,NA,
27.0,10,Never-married,White,Male,24,<=50K,NA,
35.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
19.0,10,Never-married,White,Female,30,<=50K,NA,
43.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
62.0,13,Divorced,White,Male,40,<=50K,NA,
18.0,7,Never-married,White,Female,15,<=50K,NA,
59.0,15,Married-civ-spouse,Black,Male,50,>50K,NA,
37.0,13,Divorced,White,Male,40,<=50K,NA,
27.0,10,Never-married,Black,Male,40,<=50K,NA,
46.0,14,Divorced,White,Female,43,<=50K,NA,
29.0,7,Separated,White,Female,42,<=50K,NA,
33.0,13,Married-civ-spouse,White,Female,40,>50K,NA,
62.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
46.0,16,Married-civ-spouse,White,Male,55,>50K,NA,
28.0,6,Married-civ-spouse,White,Male,40,<=50K,NA,
22.0,10,Never-married,White,Female,35,<=50K,NA,
46.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
54.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
34.0,9,Married-civ-spouse,White,?,72,<=50K,NA,
62.0,13,Married-civ-spouse,White,Male,20,>50K,NA,
19.0,9,Never-married,White,Male,20,<=50K,NA,
49.0,4,Married-civ-spouse,White,Male,99,<=50K,NA,
27.0,11,Never-married,White,Male,45,<=50K,NA,
36.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
52.0,13,Married-civ-spouse,White,?,40,>50K,NA,
47.0,8,Married-spouse-absent,White,Female,55,<=50K,NA,
57.0,9,Divorced,White,Female,40,<=50K,NA,
64.0,10,Married-spouse-absent,White,Female,40,<=50K,NA,
,9,Divorced,White,Male,40,<=50K,NA,
53.0,7,Widowed,White,Female,47,<=50K,NA,
53.0,13,Married-civ-spouse,White,Male,44,>50K,NA,
41.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
45.0,9,Separated,Black,Female,40,<=50K,NA,
63.0,13,Married-civ-spouse,White,Male,45,<=50K,NA,
45.0,9,Divorced,White,Female,40,<=50K,NA,
23.0,10,Never-married,White,Female,28,<=50K,NA,
39.0,14,Married-civ-spouse,White,Male,72,<=50K,NA,
31.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
35.0,13,Married-civ-spouse,White,Male,45,<=50K,NA,
54.0,14,Married-civ-spouse,White,?,60,>50K,NA,
40.0,13,Divorced,White,Female,40,<=50K,NA,
55.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
31.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
58.0,7,Married-civ-spouse,White,Male,60,<=50K,NA,
31.0,16,Married-civ-spouse,White,Male,99,>50K,NA,
46.0,9,Widowed,White,Female,40,<=50K,NA,
38.0,11,Married-civ-spouse,White,?,40,<=50K,NA,
22.0,10,Never-married,White,Female,25,<=50K,NA,
17.0,6,Never-married,White,Male,30,<=50K,NA,
73.0,13,Married-civ-spouse,White,Male,15,<=50K,NA,
25.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
53.0,10,Divorced,White,Male,40,<=50K,NA,
46.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
37.0,13,Never-married,Black,Female,40,<=50K,NA,
30.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
29.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
29.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
75.0,13,Widowed,White,Female,6,<=50K,NA,
58.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
42.0,4,Married-civ-spouse,Black,Female,50,<=50K,NA,
62.0,5,Divorced,Black,Male,24,<=50K,NA,
45.0,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K,NA,
38.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
36.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
70.0,9,Widowed,White,?,40,<=50K,NA,
42.0,4,Married-civ-spouse,White,Male,30,<=50K,NA,
47.0,14,Married-civ-spouse,White,Male,35,>50K,NA,
,10,Never-married,White,Male,40,<=50K,NA,
43.0,10,Married-civ-spouse,Black,Female,38,>50K,NA,
37.0,11,Married-civ-spouse,White,Male,40,>50K,NA,
36.0,10,Married-civ-spouse,White,Female,39,>50K,NA,
48.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
29.0,9,Never-married,White,Female,30,<=50K,NA,
29.0,9,Married-civ-spouse,White,Male,38,<=50K,NA,
37.0,10,Divorced,White,Male,47,<=50K,NA,
55.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
67.0,9,Married-civ-spouse,Black,Female,20,<=50K,NA,
51.0,9,Widowed,White,Male,30,<=50K,NA,
35.0,14,Never-married,White,Female,32,<=50K,NA,
64.0,9,Widowed,White,Female,40,<=50K,NA,
38.0,13,Married-civ-spouse,White,Male,70,<=50K,NA,
62.0,9,Never-married,Black,?,40,<=50K,NA,
62.0,4,Married-civ-spouse,White,Male,10,<=50K,NA,
70.0,9,Married-civ-spouse,White,Male,14,<=50K,NA,
45.0,14,Divorced,White,Male,40,<=50K,NA,
20.0,12,Never-married,White,Female,40,<=50K,NA,
38.0,9,Married-civ-spouse,White,Male,48,<=50K,NA,
50.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
40.0,10,Married-civ-spouse,Black,Male,55,>50K,NA,
30.0,9,Married-civ-spouse,White,Male,70,<=50K,NA,
52.0,10,Separated,White,?,40,<=50K,NA,
28.0,13,Never-married,Black,Male,50,>50K,NA,
62.0,9,Married-civ-spouse,White,Male,30,<=50K,NA,
31.0,9,Divorced,White,Female,40,<=50K,NA,
40.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
34.0,9,Divorced,White,Female,40,<=50K,NA,
53.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
42.0,8,Never-married,White,Male,40,<=50K,NA,
26.0,10,Married-civ-spouse,White,Male,25,<=50K,NA,
51.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
49.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
43.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
42.0,10,Divorced,White,?,40,<=50K,NA,
26.0,9,Married-civ-spouse,Other,Male,40,<=50K,NA,
35.0,9,Married-civ-spouse,White,?,40,<=50K,NA,
37.0,10,Never-married,White,Female,40,<=50K,NA,
53.0,9,Never-married,White,Male,35,<=50K,NA,
20.0,10,Never-married,White,Male,16,<=50K,NA,
31.0,15,Married-civ-spouse,White,Male,40,>50K,NA,
28.0,9,Never-married,White,Male,35,<=50K,NA,
46.0,9,Married-civ-spouse,Black,Male,40,>50K,NA,
21.0,10,Never-married,White,Female,8,<=50K,NA,
41.0,14,Married-civ-spouse,White,Male,70,>50K,NA,
30.0,13,Never-married,White,Male,70,>50K,NA,
66.0,13,Married-civ-spouse,White,Male,70,<=50K,NA,
37.0,10,Married-civ-spouse,White,Male,60,>50K,NA,
74.0,4,Widowed,White,Female,20,<=50K,NA,
46.0,10,Married-civ-spouse,Black,Male,70,>50K,NA,
51.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
33.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
47.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
49.0,13,Divorced,White,Female,40,<=50K,NA,
53.0,9,Divorced,Black,Female,48,<=50K,NA,
24.0,11,Never-married,White,Male,40,<=50K,NA,
54.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
32.0,10,Never-married,White,Male,40,<=50K,NA,
45.0,10,Married-civ-spouse,White,Male,45,<=50K,NA,
46.0,9,Married-spouse-absent,White,Male,45,<=50K,NA,
37.0,10,Divorced,White,Male,65,<=50K,NA,
48.0,14,Married-civ-spouse,White,Male,61,>50K,NA,
25.0,13,Never-married,White,Female,40,<=50K,NA,
28.0,9,Married-civ-spouse,White,Female,20,<=50K,NA,
58.0,10,Married-civ-spouse,Black,Male,30,<=50K,NA,
27.0,10,Never-married,White,Female,40,<=50K,NA,
69.0,9,Widowed,White,Male,8,<=50K,NA,
38.0,13,Married-civ-spouse,White,Male,52,>50K,NA,
47.0,8,Never-married,Black,Female,40,<=50K,NA,
30.0,10,Never-married,White,Female,60,<=50K,NA,
46.0,9,Never-married,White,Male,30,<=50K,NA,
27.0,15,Never-married,White,Female,45,<=50K,NA,
19.0,10,Never-married,White,Male,35,<=50K,NA,
18.0,9,Married-civ-spouse,White,Female,40,<=50K,NA,
24.0,7,Married-civ-spouse,White,Male,50,>50K,NA,
32.0,13,Never-married,White,Female,40,<=50K,NA,
38.0,9,Married-civ-spouse,Black,Male,40,<=50K,NA,
28.0,10,Never-married,White,Male,40,<=50K,NA,
39.0,14,Never-married,White,Female,55,<=50K,NA,
42.0,9,Married-civ-spouse,White,Female,40,>50K,NA,
31.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
53.0,10,Widowed,White,Female,54,<=50K,NA,
21.0,12,Never-married,White,Male,15,<=50K,NA,
48.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
46.0,9,Married-civ-spouse,White,?,52,>50K,NA,
30.0,9,Married-civ-spouse,White,Male,45,<=50K,NA,
32.0,6,Never-married,White,Male,50,<=50K,NA,
30.0,9,Divorced,White,Female,40,<=50K,NA,
57.0,16,Divorced,White,Female,50,<=50K,NA,
56.0,4,Never-married,White,Male,40,<=50K,NA,
27.0,9,Never-married,Black,?,37,<=50K,NA,
19.0,9,Never-married,White,Male,40,<=50K,NA,
61.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
49.0,11,Divorced,White,Female,40,<=50K,NA,
28.0,9,Married-civ-spouse,White,Male,38,<=50K,NA,
50.0,14,Married-civ-spouse,White,Male,55,>50K,NA,
43.0,13,Married-civ-spouse,White,Male,84,>50K,NA,
34.0,9,Never-married,Black,Female,48,<=50K,NA,
28.0,7,Married-civ-spouse,White,Male,40,<=50K,NA,
31.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
55.0,9,Widowed,Black,Female,44,<=50K,NA,
26.0,13,Married-civ-spouse,White,Female,45,>50K,NA,
51.0,16,Married-civ-spouse,Black,?,40,>50K,NA,
,9,Married-civ-spouse,White,Male,40,<=50K,NA,
63.0,16,Married-civ-spouse,White,Male,12,<=50K,NA,
31.0,14,Never-married,White,Male,30,<=50K,NA,
22.0,9,Never-married,White,?,20,<=50K,NA,
67.0,9,Divorced,White,Male,60,<=50K,NA,
50.0,5,Married-civ-spouse,White,Male,50,<=50K,NA,
63.0,9,Widowed,White,Female,24,<=50K,NA,
31.0,9,Married-civ-spouse,White,?,40,>50K,NA,
17.0,7,Never-married,White,?,40,<=50K,NA,
41.0,9,Married-civ-spouse,Black,Male,40,<=50K,NA,
53.0,4,Married-civ-spouse,White,Male,38,<=50K,NA,
44.0,10,Married-civ-spouse,Black,Male,99,<=50K,NA,
24.0,13,Never-married,White,Male,40,<=50K,NA,
35.0,11,Divorced,White,Male,35,<=50K,NA,
61.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
44.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
56.0,9,Married-civ-spouse,White,Male,36,>50K,NA,
66.0,12,Divorced,White,?,40,<=50K,NA,
69.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
64.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
38.0,9,Married-civ-spouse,White,Female,36,>50K,NA,
43.0,10,Separated,Black,Male,40,<=50K,NA,
37.0,9,Divorced,White,Male,49,<=50K,NA,
19.0,9,Never-married,White,Female,16,<=50K,NA,
59.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
50.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
33.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
56.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
28.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
27.0,9,Married-civ-spouse,White,Female,34,<=50K,NA,
34.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
19.0,7,Never-married,White,Male,30,<=50K,NA,
68.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
28.0,14,Married-civ-spouse,White,Male,38,>50K,NA,
81.0,10,Widowed,White,?,4,<=50K,NA,
22.0,9,Never-married,White,Male,40,<=50K,NA,
58.0,12,Divorced,White,?,40,<=50K,NA,
31.0,10,Never-married,White,Female,25,<=50K,NA,
17.0,7,Never-married,White,Male,30,<=50K,NA,
25.0,10,Never-married,White,Male,50,>50K,NA,
23.0,10,Never-married,Asian-Pac-Islander,Female,23,<=50K,NA,
25.0,8,Never-married,White,Male,40,<=50K,NA,
47.0,9,Never-married,White,Male,40,<=50K,NA,
39.0,13,Married-civ-spouse,White,Female,60,>50K,NA,
